500.148,0.000,0.000,0.000,0.000,0.000
550.694,0.000,0.000,0.000,0.000,0.000
601.163,0.000,0.000,0.000,0.000,0.000
651.226,0.000,0.000,0.000,0.000,0.000
701.239,0.000,0.000,0.000,0.000,0.000
751.717,0.000,0.000,0.000,0.000,0.000
802.667,0.000,0.000,0.000,0.000,0.000
853.817,0.000,0.000,0.000,0.000,0.000
905.751,0.000,0.000,0.000,0.000,0.000
956.293,0.000,0.000,0.000,0.000,0.000
1007.316,0.000,0.000,0.000,0.000,0.000
1058.309,0.000,0.000,0.000,0.000,0.000
1109.672,0.000,0.000,0.000,0.000,0.000
1160.487,0.000,0.000,0.000,0.000,0.000
1211.314,0.000,0.000,0.000,0.000,0.000
1265.074,0.000,0.000,0.000,0.000,0.000
1315.622,0.000,0.000,0.000,0.000,0.000
1365.939,0.000,0.000,0.000,0.000,0.000
1419.510,0.000,0.000,0.000,0.000,0.000
1470.831,0.000,0.000,0.000,0.000,0.000
1521.742,0.000,0.000,0.000,0.000,0.000
1572.290,0.000,0.000,0.000,0.000,0.000
1624.914,0.000,0.000,0.000,0.000,0.000
1677.731,0.000,0.000,0.000,0.000,0.000
1728.152,0.000,0.000,0.000,0.000,0.000
1778.301,0.000,0.000,0.000,0.000,0.000
1829.284,0.000,0.000,0.000,0.000,0.000
1880.480,0.000,0.000,0.000,0.000,0.000
1932.449,0.000,0.000,0.000,0.000,0.000
1983.311,0.000,0.000,0.000,0.000,0.000
2034.316,0.000,0.000,0.000,0.000,0.000
2085.193,0.000,0.000,0.000,0.000,0.000
2135.929,0.000,0.000,0.000,0.000,0.000
2185.800,0.000,0.000,0.000,0.000,0.000
2236.232,0.000,0.000,0.000,0.000,0.000
2287.474,0.000,0.000,0.000,0.000,0.000
2338.656,0.000,0.000,0.000,0.000,0.000
2389.817,0.000,0.000,0.000,0.000,0.000
2440.740,0.000,0.000,0.000,0.000,0.000
2491.770,0.000,0.000,0.000,0.000,0.000
2541.837,0.000,0.000,0.000,0.000,0.000
2591.947,0.000,0.000,0.000,0.000,0.000
2642.008,0.000,0.000,0.000,0.000,0.000
2692.087,0.000,0.000,0.000,0.000,0.000
2742.522,0.000,0.000,0.000,0.000,0.000
2793.881,0.000,0.000,0.000,0.000,0.000
2844.892,0.000,0.000,0.000,0.000,0.000
