dt 	Current 	Target 	ShortestDistance 	Error 	Acc. Error 	State 	Pivot: br	PID output 				
20437580	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.43758			
19234576	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		19.234576			
20353370	44.9153959742	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.35337			
20684025	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.684025			
20838453	44.9153959742	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.838453			
20333000	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.333			
20384207	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.384207			
20326220	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.32622			
20548055	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.548055			
20407836	45.0120921968	227.0213649404	-0.0367478167	0	0	DISABLED	0 		20.407836			
20410922	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.410922			
20445947	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.445947			
19306952	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		19.306952			
20525938	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.525938			
20301276	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.301276			
20317784	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.317784			
20311511	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.311511			
20334308	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.334308			
19306313	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		19.306313			
20306522	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.306522			
20359472	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.359472			
19333039	45.0120921968	227.0213649404	-0.0367478167	0	0	DISABLED	0 		19.333039			
20384022	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.384022			
20343932	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.343932			
20336033	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.336033			
20342732	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.342732			
20326781	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.326781			
20314410	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.31441			
20331772	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.331772			
20432523	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.432523			
20328212	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.328212			
20331306	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.331306			
20324765	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.324765			
20463374	45.1087884193	227.0213649404	-0.0333745586	0	0	DISABLED	0 		20.463374			
20325531	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.325531			
19359690	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		19.35969			
20441484	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.441484			
20315714	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.315714			
19339249	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		19.339249			
20317352	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.317352			
20373897	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.373897			
20360585	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.360585			
20324444	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.324444			
20333396	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.333396			
20328573	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.328573			
20343431	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.343431			
20330036	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.330036			
20355587	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.355587			
20346527	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.346527			
20337111	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.337111			
20350544	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.350544			
20379068	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.379068			
19395415	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		19.395415			
20351747	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.351747			
20332887	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.332887			
19341799	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		19.341799			
20343530	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.34353			
20329055	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.329055			
19341580	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		19.34158			
20324183	45.0120921968	227.0213649404	-0.0333745586	0	0	DISABLED	0 		20.324183			
20318034	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.318034			
19339912	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		19.339912			
20366444	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.366444			
20321687	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.321687			
19350689	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		19.350689			
20324591	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.324591			
20312198	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.312198			
19482319	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		19.482319			
20353221	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.353221			
20395607	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.395607			
20322296	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.322296			
20318039	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.318039			
19357259	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		19.357259			
20313028	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.313028			
20320320	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.32032			
20454107	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.454107			
20347661	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.347661			
20323238	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.323238			
19322297	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		19.322297			
20329403	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.329403			
20321438	45.1087884193	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.321438			
19624352	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		19.624352			
20470568	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.470568			
19399504	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		19.399504			
20351198	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.351198			
20327841	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.327841			
20326058	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.326058			
20312780	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.31278			
20318740	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		20.31874			
19309145	45.0120921968	227.0213649404	-0.0350612376	0	0	DISABLED	0 		19.309145			
20624307	45.0120921968	227.0213649404	-0.0350612376	0	0	TELEOP	0 		20.624307			
19345783	45.0120921968	227.0213649404	-0.0350612376	0	0	TELEOP	0 		19.345783			
20392190	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.39219			
20423742	45.0120921968	45.1087884193	-0.0016876667	0	0	TELEOP	0 		20.423742			
20366099	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.366099			
20369031	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.369031			
19314251	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.314251			
20380725	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.380725			
20352609	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.352609			
19340899	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.340899			
20294453	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.294453			
20364570	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.36457			
19314112	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.314112			
20291752	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.291752			
20356137	45.1087884193	45.0120921968	-0	0	0	TELEOP	0 		20.356137			
19301434	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.301434			
20421329	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.421329			
20321562	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.321562			
19304113	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.304113			
20334305	45.0120921968	45.1087884193	-0.0016876667	0	0	TELEOP	0 		20.334305			
20370699	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.370699			
19307406	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.307406			
20316344	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.316344			
20353047	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.353047			
19309294	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.309294			
20318345	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.318345			
20381406	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.381406			
19300863	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.300863			
20298425	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.298425			
20393961	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.393961			
19339456	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.339456			
20317958	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.317958			
20308953	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.308953			
19292797	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.292797			
20306609	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.306609			
27838653	45.0120921968	45.0120921968	-0.0016876667	0	0	TELEOP	0 		27.838653			
20367543	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.367543			
20358620	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.35862			
19328032	45.0120921968	45.0120921968	-0.0016876667	0	0	TELEOP	0 		19.328032			
20416781	45.0120921968	45.1087884193	-0.0016876667	0	0	TELEOP	0 		20.416781			
19437080	45.0120921968	45.0120921968	-0.0016876667	0	0	TELEOP	0 		19.43708			
20394356	45.0120921968	45.0120921968	-0.0016876667	0	0	TELEOP	0 		20.394356			
20344847	45.0120921968	45.1087884193	-0.0016876667	0	0	TELEOP	0 		20.344847			
19386709	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.386709			
20389767	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.389767			
20407235	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.407235			
20358911	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.358911			
20340806	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.340806			
19441835	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.441835			
20348567	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.348567			
20353556	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.353556			
19347394	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.347394			
20338598	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.338598			
20331498	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.331498			
19358884	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.358884			
20313971	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.313971			
20348054	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.348054			
19344500	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.3445			
20343488	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.343488			
20340131	45.1087884193	45.0120921968	-0	0	0	TELEOP	0 		20.340131			
19338001	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.338001			
20340845	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.340845			
20362986	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.362986			
20339825	45.1087884193	45.0120921968	-0	0	0	TELEOP	0 		20.339825			
20333060	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.33306			
19414327	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.414327			
20335295	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.335295			
20438385	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		20.438385			
19331518	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 		19.331518			
20322707	45.0120921968	45.0120921968	-0	0	0	TELEOP	0 	-134.9879078032	20.322707			
20415963	45.0120921968	90.5604166332	-0.7138413567	0	0	TELEOP	0 	-134.9879078032	20.415963			
19339513	45.3021808644	100.6332667613	-0.8224527833	0	0	TELEOP	0 	-134.6978191356	19.339513			
20801889	49.4601184345	116.2034740206	-0.9187454268	0	0	TELEOP	0 	-130.5398815655	20.801889			
20386489	56.7123351264	147.4243941803	0.9999227762	0	0	TELEOP	0 	-123.2876648736	20.386489			
20314569	63.4810707055	156.5441460531	0.9985713144	0	0	TELEOP	0 	-116.5189292945	20.314569			
19344589	62.9975895927	161.0972531668	0.9902608596	0	0	TELEOP	0 	-117.0024104073	19.344589			
20391816	59.2264369129	165.0879867183	0.9619249422	0	0	TELEOP	0 	-120.7735630871	20.391816			
20334623	50.8138655503	167.5538044765	0.8938160461	0	0	TELEOP	0 	-129.1861344497	20.334623			
19348231	40.6607621816	167.5000987663	0.8003199209	0	0	TELEOP	0 	-139.3392378184	19.348231			
20319641	30.0241777001	167.5000987663	0.674655232	0	0	TELEOP	0 	-149.9758222999	20.319641			
20346126	20.1611629991	167.5000987663	0.539668341	0	0	TELEOP	0 	-159.8388370009	20.346126			
19350073	11.7485916365	167.5000987663	0.4122330529	0	0	TELEOP	0 	-168.2514083635	19.350073			
20532362	4.6897673897	167.5000987663	0.2939230905	0	0	TELEOP	0 	-175.3102326103	20.532362			
19352953	358.8879940362	167.5000987663	0.1991043969	0	0	TELEOP	0 	178.8879940362	19.352953			
20347713	354.8267526887	167.5000987663	0.1291997285	0	0	TELEOP	0 	174.8267526887	20.347713			
20353688	352.5060433473	167.5000987663	0.088940205	0	0	TELEOP	0 	172.5060433473	20.353688			
19411657	351.4423848991	167.5000987663	0.0704351706	0	0	TELEOP	0 	171.4423848991	19.411657			
20348846	351.1522962315	167.5000987663	0.0653838618	0	0	TELEOP	0 	171.1522962315	20.348846			
20351829	351.248992454	167.5000987663	0.0653838618	0	0	TELEOP	0 	171.248992454	20.351829			
19353988	351.248992454	168.7584450713	0.0434545645	0	0	TELEOP	0 	171.248992454	19.353988			
20358140	351.248992454	168.7584450713	0.0417684301	0	0	TELEOP	0 	171.248992454	20.35814			
20355926	351.248992454	168.7584450713	0.0417684301	0	0	TELEOP	0 	171.248992454	20.355926			
20384759	351.248992454	168.7584450713	0.0434545645	0	0	TELEOP	0 	171.248992454	20.384759			
20348742	351.3456886766	169.1222925858	0.0387958437	0	0	TELEOP	0 	171.3456886766	20.348742			
20347577	350.9589037863	169.9972392264	0.0218454773	0	0	TELEOP	0 	170.9589037863	20.347577			
20369705	351.3456886766	169.9972392264	0.0235327101	0	0	TELEOP	0 	171.3456886766	20.369705			
20443382	351.6357773443	170.5764213425	0.0168007922	0	0	TELEOP	0 	171.6357773443	20.443382			
19350016	351.6357773443	170.5764213425	0.0201755486	0	0	TELEOP	0 	171.6357773443	19.350016			
20383443	351.8291697894	170.5764213425	0.0201755486	0	0	TELEOP	0 	171.8291697894	20.383443			
20392553	351.7324735668	171.4979950835	0.0057800568	0	0	TELEOP	0 	171.7324735668	20.392553			
20341007	351.7324735668	172.9700313012	-0.0215977777	0	0	TELEOP	0 	171.7324735668	20.341007			
20368781	351.8291697894	174.9602313286	-0.0546201378	0	0	TELEOP	0 	171.8291697894	20.368781			
20353752	351.7324735668	177.1978564508	-0.0952443339	0	0	TELEOP	0 	171.7324735668	20.353752			
20352398	351.9258660119	178.3898300573	-0.1142550659	0	0	TELEOP	0 	171.9258660119	20.352398			
20335457	351.7324735668	178.6585401918	-0.1122075267	0	0	TELEOP	0 	171.7324735668	20.335457			
19337401	352.1192584571	178.9238263231	-0.1184831314	0	0	TELEOP	0 	172.1192584571	19.337401			
20399054	352.2159546796	179.1885313578	-0.1197189116	0	0	TELEOP	0 	172.2159546796	20.399054			
20344275	352.4093471247	179.2424336155	-0.1223280302	0	0	TELEOP	0 	172.4093471247	20.344275			
19333900	352.3126509022	179.2754390359	-0.1212246892	0	0	TELEOP	0 	172.3126509022	19.3339			
20387732	353.7630942406	179.2754390359	-0.097739941	0	0	TELEOP	0 	173.7630942406	20.387732			
20343744	354.9234489113	179.2754390359	-0.0758835405	0	0	TELEOP	0 	174.9234489113	20.343744			
19331388	355.6970186917	179.2754390359	-0.0624146222	0	0	TELEOP	0 	175.6970186917	19.331388			
20353521	356.083803582	179.2754390359	-0.0539906149	0	0	TELEOP	0 	176.083803582	20.353521			
20330546	356.3738922496	179.4231850862	-0.0515097271	0	0	TELEOP	0 	176.3738922496	20.330546			
19323409	356.1804998045	179.4231850862	-0.0548802814	0	0	TELEOP	0 	176.1804998045	19.323409			
20359331	356.2771960271	179.4231850862	-0.05319508	0	0	TELEOP	0 	176.2771960271	20.359331			
20338704	356.2771960271	179.4231850862	-0.0616194759	0	0	TELEOP	0 	176.2771960271	20.338704			
19333168	356.2771960271	179.5514635667	-0.0554306567	0	0	TELEOP	0 	176.2771960271	19.333168			
20380604	356.3738922496	179.8193681663	-0.0600986622	0	0	TELEOP	0 	176.3738922496	20.380604			
20410283	356.2771960271	179.3622246513	-0.0521325962	0	0	TELEOP	0 	176.2771960271	20.410283			
20517294	356.3738922496	178.3413177547	-0.0343313052	0	0	TELEOP	0 	176.3738922496	20.517294			
20331257	356.3738922496	178.1247181159	-0.0305529206	0	0	TELEOP	0 	176.3738922496	20.331257			
19467058	356.2771960271	177.1261450709	-0.0148164138	0	0	TELEOP	0 	176.2771960271	19.467058			
20374605	356.4705884722	175.5826552735	0.0121217261	0	0	TELEOP	0 	176.4705884722	20.374605			
19350367	356.3738922496	174.115217985	0.0377246815	0	0	TELEOP	0 	176.3738922496	19.350367			
20333699	356.2771960271	172.8819547206	0.0592234647	0	0	TELEOP	0 	176.2771960271	20.333699			
20356267	356.083803582	172.4461190469	0.0634469273	0	0	TELEOP	0 	176.083803582	20.356267			
19346165	356.083803582	172.4461190469	0.0600780379	0	0	TELEOP	0 	176.083803582	19.346165			
20335421	355.9871073594	172.4461190469	0.0617625705	0	0	TELEOP	0 	175.9871073594	20.335421			
20370405	355.8904111368	171.998109207	0.0678812445	0	0	TELEOP	0 	175.8904111368	20.370405			
19367113	355.9871073594	171.998109207	0.0695649217	0	0	TELEOP	0 	175.9871073594	19.367113			
20341904	355.9871073594	171.998109207	0.0712484008	0	0	TELEOP	0 	175.9871073594	20.341904			
20343167	355.8904111368	171.0661199732	0.0841003097	0	0	TELEOP	0 	175.8904111368	20.343167			
19362389	354.7300564661	166.8839791174	0.1415261227	0	0	TELEOP	0 	174.7300564661	19.362389			
20354662	353.9564866857	165.143856182	0.1532036815	0	0	TELEOP	0 	173.9564866857	20.354662			
20350197	352.8928282375	163.8916899439	0.1564540874	0	0	TELEOP	0 	172.8928282375	20.350197			
19342606	351.5390811217	161.2105129419	0.1792927666	0	0	TELEOP	0 	171.5390811217	19.342606			
20339217	350.0886377833	158.5390106051	0.2002166288	0	0	TELEOP	0 	170.0886377833	20.339217			
20340419	348.4448019998	154.8015748793	0.2358753475	0	0	TELEOP	0 	168.4448019998	20.340419			
20335298	346.5108775486	148.4073614213	0.3107347603	0	0	TELEOP	0 	166.5108775486	20.335298			
20336522	344.0934719847	136.5954828554	0.4617174821	0	0	TELEOP	0 	164.0934719847	20.336522			
20330051	340.9024966402	136.5954828554	0.4116259237	0	0	TELEOP	0 	160.9024966402	20.330051			
20354114	336.6478628476	129.3267868042	0.4589763981	0	0	TELEOP	0 	156.6478628476	20.354114			
20339580	331.6196592746	129.3267868042	0.3793410616	0	0	TELEOP	0 	151.6196592746	20.33958			
20334662	326.3013670338	129.3267868042	0.291947403	0	0	TELEOP	0 	146.3013670338	20.334662			
20331761	321.4665559059	128.4819761236	0.2230439765	0	0	TELEOP	0 	141.4665559059	20.331761			
20374841	317.1152258907	127.7329584834	0.1630206181	0	0	TELEOP	0 	137.1152258907	20.374841			
20337092	313.7308581012	127.7329584834	0.1044920054	0	0	TELEOP	0 	133.7308581012	20.337092			
20341902	311.0233638695	127.7329584834	0.0573968462	0	0	TELEOP	0 	131.0233638695	20.341902			
20443733	309.4762243086	118.119511941	0.1969166777	0	0	TELEOP	0 	129.4762243086	20.443733			
19340815	308.509262083	116.7598038381	0.2036324939	0	0	TELEOP	0 	128.509262083	19.340815			
20355029	306.962122522	114.1607676714	0.2199255228	0	0	TELEOP	0 	126.962122522	20.355029			
20433225	304.9315018483	114.1607676714	0.1868795526	0	0	TELEOP	0 	124.9315018483	20.433225			
19361812	302.804184952	111.9224059887	0.1887831538	0	0	TELEOP	0 	122.804184952	19.361812			
20358572	300.6768774987	106.5064363959	0.2448072163	0	0	TELEOP	0 	120.6768774987	20.358572			
19442375	298.646256825	106.5064363959	0.2102980692	0	0	TELEOP	0 	118.646256825	19.442375			
20340307	296.3255474836	104.8935063839	0.1998594012	0	0	TELEOP	0 	116.3255474836	20.340307			
20347929	294.1982305873	104.8935063839	0.1616851897	0	0	TELEOP	0 	114.1982305873	20.347929			
19352461	292.070913691	104.8935063839	0.1249420163	0	0	TELEOP	0 	112.070913691	19.352461			
20321876	290.2336854624	104.8935063839	0.0930688238	0	0	TELEOP	0 	110.2336854624	20.321876			
20379405	288.9766345691	104.8935063839	0.0712037261	0	0	TELEOP	0 	108.9766345691	20.379405			
19339207	288.1063685661	104.8935063839	0.056045641	0	0	TELEOP	0 	108.1063685661	19.339207			
20317769	287.7195836758	104.8935063839	0.0526752985	0	0	TELEOP	0 	107.7195836758	20.317769			
20405751	287.5261912307	104.8935063839	0.0442469009	0	0	TELEOP	0 	107.5261912307	20.405751			
19310010	287.3327987856	104.8935063839	0.040874626	0	0	TELEOP	0 	107.3327987856	19.31001			
20327081	287.236102563	104.8935063839	0.040874626	0	0	TELEOP	0 	107.236102563	20.327081			
20420022	287.0427101179	104.8935063839	0.0391883116	0	0	TELEOP	0 	107.0427101179	20.420022			
20356328	287.1394063405	104.8935063839	0.0391883116	0	0	TELEOP	0 	107.1394063405	20.356328			
20344584	287.0427101179	103.9732397671	0.0552319113	0	0	TELEOP	0 	107.0427101179	20.344584			
20379494	287.0427101179	103.9732397671	0.0535467422	0	0	TELEOP	0 	107.0427101179	20.379494			
20351708	286.9460138953	103.9732397671	0.0535467422	0	0	TELEOP	0 	106.9460138953	20.351708			
20307863	286.8493176728	103.9732397671	0.0535467422	0	0	TELEOP	0 	106.8493176728	20.307863			
19335523	286.9460138953	103.9732397671	0.0535467422	0	0	TELEOP	0 	106.9460138953	19.335523			
28058623	287.0427101179	103.9732397671	0.0535467422	0	0	TELEOP	0 	107.0427101179	28.058623			
20654157	287.0427101179	103.9732397671	0.0535467422	0	0	TELEOP	0 	107.0427101179	20.654157			
19368631	287.1394063405	103.9732397671	0.0535467422	0	0	TELEOP	0 	107.1394063405	19.368631			
20385152	286.9460138953	103.9732397671	0.0535467422	0	0	TELEOP	0 	106.9460138953	20.385152			
20436969	287.0427101179	103.9732397671	0.0535467422	0	0	TELEOP	0 	107.0427101179	20.436969			
19344457	286.9460138953	103.9732397671	0.0518614205	0	0	TELEOP	0 	106.9460138953	19.344457			
20443934	286.9460138953	103.9732397671	0.0535467422	0	0	TELEOP	0 	106.9460138953	20.443934			
19370341	287.0427101179	103.9732397671	0.0518614205	0	0	TELEOP	0 	107.0427101179	19.370341			
20346143	287.0427101179	103.9732397671	0.0535467422	0	0	TELEOP	0 	107.0427101179	20.346143			
20774379	286.9460138953	103.9732397671	0.0501759511	0	0	TELEOP	0 	106.9460138953	20.774379			
20329674	286.9460138953	103.9732397671	0.0535467422	0	0	TELEOP	0 	106.9460138953	20.329674			
20354216	286.9460138953	103.9732397671	0.0518614205	0	0	TELEOP	0 	106.9460138953	20.354216			
19300660	287.0427101179	103.9732397671	0.0518614205	0	0	TELEOP	0 	107.0427101179	19.30066			
20307235	286.8493176728	103.9732397671	0.0518614205	0	0	TELEOP	0 	106.8493176728	20.307235			
20325660	287.0427101179	103.9732397671	0.0535467422	0	0	TELEOP	0 	107.0427101179	20.32566			
19303318	286.9460138953	103.9732397671	0.0518614205	0	0	TELEOP	0 	106.9460138953	19.303318			
20324073	287.0427101179	103.9732397671	0.0518614205	0	0	TELEOP	0 	107.0427101179	20.324073			
20375462	286.9460138953	98.6191846033	0.14481954	0	0	TELEOP	0 	106.9460138953	20.375462			
19404847	286.7526214502	98.6191846033	0.1398080766	0	0	TELEOP	0 	106.7526214502	19.404847			
20326320	285.8823554472	285.8823554472	-0	0	0	TELEOP	0 	105.8823554472	20.32632			
20317784	284.8186969991	284.9153932216	-0.0016876667	0	0	TELEOP	0 	104.8186969991	20.317784			
19349446	283.7550385509	283.948430996	-0.0033753285	0	0	TELEOP	0 	103.7550385509	19.349446			
20638763	284.0451272186	284.0451272186	-0	0	0	TELEOP	0 	104.0451272186	20.638763			
19312741	283.948430996	283.8517347735	-0	0	0	TELEOP	0 	103.948430996	19.312741			
20272410	283.6583423283	283.6583423283	-0.0016876667	0	0	TELEOP	0 	103.6583423283	20.27241			
20404250	283.5616461058	283.4649498832	-0	0	0	TELEOP	0 	103.5616461058	20.40425			
19283008	283.5616461058	283.4649498832	-0	0	0	TELEOP	0 	103.5616461058	19.283008			
20318207	283.3682536607	283.3682536607	-0	0	0	TELEOP	0 	103.3682536607	20.318207			
20390999	283.3682536607	283.3682536607	-0	0	0	TELEOP	0 	103.3682536607	20.390999			
19329757	283.3682536607	283.3682536607	0.0016876667	0	0	TELEOP	0 	103.3682536607	19.329757			
20362593	283.3682536607	283.4649498832	-0.0016876667	0	0	TELEOP	0 	103.3682536607	20.362593			
20347118	283.3682536607	283.3682536607	-0.0016876667	0	0	TELEOP	0 	103.3682536607	20.347118			
19378123	283.3682536607	283.3682536607	-0	0	0	TELEOP	0 	103.3682536607	19.378123			
20340756	283.3682536607	283.3682536607	-0	0	0	TELEOP	0 	103.3682536607	20.340756			
20340560	283.3682536607	283.3682536607	0.0016876667	0	0	TELEOP	0 	103.3682536607	20.34056			
