dt 	Current 	Target 	ShortestDistance 	Error 	Acc. Error 	State 	Pivot: br	PID output 				
19598968	73.3440854065	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.598968			
20725845	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.725845			
19624065	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.624065			
20592747	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.592747			
20522478	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.522478			
20523461	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.523461			
20829687	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.829687			
19486135	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.486135			
20514891	73.3440854065	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.514891			
19587988	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		19.587988			
19683871	73.247389184	73.3440854065	-0	0	0	DISABLED	0 		19.683871			
20891220	73.3440854065	73.247389184	0.0016876667	0	0	DISABLED	0 		20.89122			
20642226	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.642226			
19518688	73.3440854065	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.518688			
20681493	73.3440854065	73.247389184	0.0016876667	0	0	DISABLED	0 		20.681493			
19544470	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.54447			
20638185	73.3440854065	73.247389184	0.0016876667	0	0	DISABLED	0 		20.638185			
20589397	73.247389184	73.3440854065	-0	0	0	DISABLED	0 		20.589397			
19463408	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.463408			
20643114	73.3440854065	73.3440854065	-0	0	0	DISABLED	0 		20.643114			
19546972	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.546972			
20461686	73.3440854065	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.461686			
19595470	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.59547			
20566995	73.247389184	73.3440854065	-0	0	0	DISABLED	0 		20.566995			
19457065	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		19.457065			
20518271	73.3440854065	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.518271			
19552054	73.3440854065	73.3440854065	-0	0	0	DISABLED	0 		19.552054			
20489913	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.489913			
20537435	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.537435			
20547561	73.3440854065	73.3440854065	-0	0	0	DISABLED	0 		20.547561			
20468210	73.3440854065	73.247389184	0.0016876667	0	0	DISABLED	0 		20.46821			
19593038	73.3440854065	73.247389184	0.0016876667	0	0	DISABLED	0 		19.593038			
20562314	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.562314			
19568287	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.568287			
20477592	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.477592			
19518652	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		19.518652			
20502909	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.502909			
19826428	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		19.826428			
19544039	73.247389184	73.1506929614	0.0016876667	0	0	DISABLED	0 		19.544039			
20194724	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.194724			
20542594	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.542594			
19459070	73.3440854065	73.247389184	0.0016876667	0	0	DISABLED	0 		19.45907			
20596194	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.596194			
19542073	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		19.542073			
20518668	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.518668			
20428544	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.428544			
20535617	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.535617			
19599836	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		19.599836			
20450852	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.450852			
20526237	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.526237			
20440142	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.440142			
19469884	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.469884			
20435418	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.435418			
19490173	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		19.490173			
20517539	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.517539			
19450069	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.450069			
20446299	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.446299			
19450045	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.450045			
20511488	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.511488			
19424756	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.424756			
20432342	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.432342			
20439041	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.439041			
20913453	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.913453			
19456381	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.456381			
20260895	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.260895			
19697051	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.697051			
19853516	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.853516			
20433740	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.43374			
19534325	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.534325			
20573664	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.573664			
19414233	73.3440854065	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.414233			
20476848	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.476848			
19479775	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.479775			
20501537	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.501537			
19549175	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.549175			
20392802	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.392802			
19554173	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.554173			
20477006	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.477006			
19568350	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		19.56835			
20451293	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.451293			
19521794	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.521794			
20433029	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.433029			
20498994	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.498994			
20425682	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.425682			
20421984	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.421984			
19437867	73.247389184	73.3440854065	-0	0	0	DISABLED	0 		19.437867			
20429391	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.429391			
19505440	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.50544			
20440848	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.440848			
19439920	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		19.43992			
24748588	73.247389184	73.247389184	-0	0	0	DISABLED	0 		24.748588			
19491637	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		19.491637			
20597309	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.597309			
20618955	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.618955			
19511362	73.3440854065	73.247389184	0.0016876667	0	0	DISABLED	0 		19.511362			
20589924	73.3440854065	73.3440854065	-0	0	0	DISABLED	0 		20.589924			
19549432	73.3440854065	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.549432			
20494023	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.494023			
19382629	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.382629			
20458436	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.458436			
20433725	73.3440854065	73.3440854065	-0	0	0	DISABLED	0 		20.433725			
20351147	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.351147			
20477367	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.477367			
19521673	73.3440854065	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.521673			
20544344	73.3440854065	73.247389184	0.0016876667	0	0	DISABLED	0 		20.544344			
19494503	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.494503			
20437280	73.3440854065	73.3440854065	-0	0	0	DISABLED	0 		20.43728			
19470083	73.247389184	73.3440854065	-0	0	0	DISABLED	0 		19.470083			
20644205	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.644205			
20563385	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.563385			
19575758	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.575758			
20466755	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.466755			
19532504	73.3440854065	73.3440854065	-0	0	0	DISABLED	0 		19.532504			
20449790	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.44979			
19571099	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		19.571099			
20537756	73.247389184	73.3440854065	-0	0	0	DISABLED	0 		20.537756			
19430179	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.430179			
20512647	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.512647			
20445731	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.445731			
20463338	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.463338			
20425224	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.425224			
19403284	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.403284			
20637902	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.637902			
20416265	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.416265			
20535630	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.53563			
19457011	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.457011			
20379123	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.379123			
19463854	73.3440854065	73.247389184	0.0016876667	0	0	DISABLED	0 		19.463854			
20541600	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.5416			
19398799	73.3440854065	73.247389184	0.0016876667	0	0	DISABLED	0 		19.398799			
20550257	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.550257			
19470991	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.470991			
20419875	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.419875			
19501789	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.501789			
20519315	73.3440854065	73.3440854065	-0	0	0	DISABLED	0 		20.519315			
19463231	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.463231			
20435081	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.435081			
20496768	73.3440854065	73.247389184	0.0016876667	0	0	DISABLED	0 		20.496768			
20505734	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.505734			
19528054	73.3440854065	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.528054			
20508645	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.508645			
20449727	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.449727			
20401917	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.401917			
20447879	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.447879			
19440916	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.440916			
20469782	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.469782			
19456063	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.456063			
20440578	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.440578			
19481710	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		19.48171			
20489283	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.489283			
19471024	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		19.471024			
20563191	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.563191			
19527340	73.3440854065	73.3440854065	-0	0	0	DISABLED	0 		19.52734			
20419712	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.419712			
19447765	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.447765			
20455713	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.455713			
20522039	73.3440854065	73.247389184	0.0016876667	0	0	DISABLED	0 		20.522039			
20548760	73.3440854065	73.247389184	0.0016876667	0	0	DISABLED	0 		20.54876			
19441076	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.441076			
20452832	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.452832			
20509542	73.247389184	73.3440854065	-0	0	0	DISABLED	0 		20.509542			
20460341	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.460341			
20401625	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.401625			
19398100	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.3981			
20474091	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.474091			
19514683	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.514683			
20399741	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.399741			
19547660	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.54766			
20477794	73.3440854065	73.247389184	0.0016876667	0	0	DISABLED	0 		20.477794			
19547927	73.3440854065	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.547927			
20525556	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.525556			
19450489	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		19.450489			
20383889	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.383889			
20428704	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.428704			
20415149	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.415149			
20350955	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.350955			
19448614	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.448614			
20388351	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.388351			
19480474	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.480474			
20400107	73.3440854065	73.247389184	0.0016876667	0	0	DISABLED	0 		20.400107			
20473464	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.473464			
20424815	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.424815			
20352230	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		20.35223			
19387669	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		19.387669			
20431760	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.43176			
20385471	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.385471			
20522819	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.522819			
20393279	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.393279			
19365146	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.365146			
20361440	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.36144			
19461511	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.461511			
43074394	73.247389184	73.247389184	-0	0	0	DISABLED	0 		43.074394			
20426864	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.426864			
19698341	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.698341			
20578707	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.578707			
19361668	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		19.361668			
20452781	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.452781			
19779181	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.779181			
20554290	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.55429			
20364420	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.36442			
20361764	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.361764			
19395274	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.395274			
20393135	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.393135			
20412708	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.412708			
19410682	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.410682			
20407634	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.407634			
19470140	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		19.47014			
20528840	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.52884			
19437646	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.437646			
20385249	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.385249			
20402657	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.402657			
20382575	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.382575			
21592764	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		21.592764			
19685264	73.3440854065	73.247389184	-0	0	0	DISABLED	0 		19.685264			
20391497	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.391497			
20428841	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.428841			
20472339	73.247389184	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.472339			
19546945	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.546945			
20448105	73.3440854065	73.247389184	0.0016876667	0	0	DISABLED	0 		20.448105			
19497655	73.247389184	73.3440854065	-0	0	0	DISABLED	0 		19.497655			
20568395	73.3440854065	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.568395			
20716230	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.71623			
19554043	73.247389184	73.247389184	-0	0	0	DISABLED	0 		19.554043			
20404326	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.404326			
20407577	73.247389184	73.3440854065	-0	0	0	DISABLED	0 		20.407577			
20408429	73.247389184	73.247389184	0.0016876667	0	0	DISABLED	0 		20.408429			
20494377	73.247389184	73.247389184	-0	0	0	DISABLED	0 		20.494377			
20486110	73.3440854065	73.3440854065	-0.0016876667	0	0	DISABLED	0 		20.48611			
